epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
279,18134.7,0.29534,0.18879,0.00567,0.96361,0.96609,0.98571,0.9384,0.29293,0.1623,0.0093,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,18199.3,0.29502,0.19233,0.00566,0.96473,0.96686,0.98585,0.93869,0.29268,0.16106,0.00929,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,18264.1,0.29325,0.1848,0.00567,0.96434,0.9677,0.98599,0.93886,0.29189,0.15987,0.00925,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,18328.3,0.28831,0.18926,0.00562,0.96737,0.96837,0.98629,0.93906,0.29172,0.15866,0.00926,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,18393.2,0.28659,0.18625,0.00548,0.96656,0.96735,0.98623,0.93914,0.29137,0.15815,0.00925,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,18457.1,0.29106,0.18291,0.00563,0.96269,0.96713,0.98599,0.93893,0.29109,0.15865,0.00923,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,18516.8,0.29459,0.18782,0.0056,0.96119,0.96891,0.98587,0.93897,0.29059,0.15958,0.00921,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,18576.5,0.29291,0.185,0.0055,0.96386,0.96759,0.98601,0.93933,0.29024,0.15852,0.00921,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,18636,0.29398,0.18813,0.0056,0.96351,0.96752,0.98589,0.93952,0.2896,0.15828,0.00919,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,18694.9,0.28181,0.18146,0.0054,0.96356,0.96827,0.98541,0.93913,0.28885,0.15758,0.00916,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,18754.9,0.28131,0.18054,0.00531,0.9656,0.96771,0.98567,0.93957,0.28865,0.15691,0.00915,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,18815.4,0.28577,0.18502,0.00543,0.9644,0.96868,0.98589,0.94015,0.288,0.15639,0.00913,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,18906.7,0.23555,0.11226,0.00759,0.96393,0.96862,0.9861,0.94039,0.28756,0.15557,0.00912,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,18966.8,0.2216,0.11003,0.00708,0.96527,0.96754,0.98642,0.94061,0.28748,0.155,0.00912,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,19026.5,0.22023,0.09955,0.00698,0.96564,0.96858,0.98682,0.94086,0.28691,0.15428,0.00908,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,19087.2,0.21805,0.10182,0.00694,0.96697,0.96863,0.98692,0.94098,0.28595,0.15445,0.00906,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,19148,0.21535,0.09983,0.0068,0.96642,0.96871,0.98704,0.94142,0.28539,0.15349,0.00904,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,19207.6,0.2129,0.09779,0.0067,0.96681,0.96863,0.98715,0.94186,0.28525,0.15316,0.00904,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,19267,0.21032,0.09688,0.00665,0.9665,0.96872,0.98672,0.94183,0.28435,0.15277,0.00901,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,19326.3,0.20989,0.09154,0.00659,0.96652,0.96785,0.98707,0.94206,0.28368,0.15261,0.00899,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,19385.1,0.20891,0.09577,0.00662,0.96626,0.96749,0.98712,0.94231,0.28342,0.15238,0.00899,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,19444.3,0.20708,0.09294,0.00652,0.96665,0.96722,0.98748,0.94236,0.28288,0.15259,0.00898,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
